attendance_id,beneficiary_id,program_id,visit_date,present,session_type
66,8,3,2026-03-09,True,Workshop
67,8,3,2025-10-30,False,Workshop
68,8,3,2026-04-10,True,Counselling
69,8,3,2025-12-06,False,Workshop
70,8,3,2026-04-17,True,Class
71,8,3,2026-02-24,True,Counselling
72,9,3,2025-11-20,True,Workshop
73,9,3,2025-12-28,True,Workshop
74,9,3,2026-04-25,True,Class
75,9,3,2026-05-09,True,Class
76,9,3,2025-12-31,False,Counselling
77,9,3,2026-02-17,True,Counselling
78,9,3,2026-01-04,False,Class
79,9,3,2026-03-22,True,Class
80,9,3,2026-05-31,True,Class
81,9,3,2025-10-07,True,Workshop
82,9,3,2026-04-05,True,Counselling
83,9,3,2026-02-20,True,Class
84,9,3,2026-05-20,True,Class
85,9,3,2026-02-06,True,Workshop
86,9,3,2026-02-25,True,Workshop
87,9,3,2026-03-09,False,Counselling
88,10,1,2026-06-04,True,Class
89,10,1,2025-11-09,True,Class
90,10,1,2026-04-05,False,Class
91,10,1,2026-01-24,False,Class
92,10,1,2026-04-24,True,Workshop
93,10,1,2025-11-12,True,Class
94,10,1,2025-10-06,True,Workshop
95,10,1,2025-11-27,False,Class
96,10,1,2025-12-06,True,Class
97,10,1,2026-02-15,True,Counselling
98,10,1,2025-12-24,True,Workshop
99,10,1,2026-03-05,True,Workshop
100,10,1,2026-05-03,True,Counselling
101,10,1,2025-10-16,True,Workshop
102,10,1,2026-02-09,True,Class
103,10,1,2026-03-12,True,Counselling
104,11,1,2025-10-06,True,Class
105,11,1,2026-01-01,False,Workshop
106,11,1,2026-06-09,True,Workshop
107,11,1,2026-01-14,True,Workshop
108,11,1,2025-11-22,True,Class
109,11,1,2025-10-07,True,Counselling
110,11,1,2025-11-24,False,Counselling
111,12,3,2026-05-04,True,Class
112,12,3,2026-04-10,True,Workshop
113,12,3,2026-05-20,True,Counselling
114,12,3,2026-05-28,True,Workshop
115,12,3,2025-12-29,True,Counselling
116,12,3,2026-01-26,True,Class
117,12,3,2026-02-08,True,Workshop
118,12,3,2026-01-21,True,Workshop
119,12,3,2025-12-07,True,Class
120,12,3,2025-12-18,False,Workshop
121,12,3,2025-12-09,True,Workshop
122,12,3,2025-10-25,True,Workshop
123,12,3,2025-12-14,False,Counselling
124,13,3,2026-01-25,False,Class
125,13,3,2026-01-18,True,Counselling
126,13,3,2026-03-15,True,Counselling
127,13,3,2026-02-13,True,Counselling
128,13,3,2025-10-21,True,Class
129,13,3,2026-01-28,True,Workshop
130,13,3,2026-03-29,True,Counselling
131,13,3,2026-03-11,False,Class
132,14,1,2025-12-31,False,Counselling
133,14,1,2026-04-26,True,Counselling
134,14,1,2025-11-05,True,Counselling
135,14,1,2026-04-12,True,Counselling
136,14,1,2026-05-27,False,Class
137,14,1,2026-01-29,False,Counselling
138,14,1,2026-05-04,True,Workshop
139,14,1,2026-02-28,True,Class
140,14,1,2026-05-19,True,Class
141,14,1,2025-11-11,True,Class
142,14,1,2025-11-01,True,Class
143,14,1,2026-05-16,False,Class
144,14,1,2026-05-18,True,Counselling
145,14,1,2025-12-30,False,Counselling
146,14,1,2026-02-07,True,Class
147,14,1,2026-03-11,True,Counselling
148,15,1,2026-05-25,True,Class
149,15,1,2025-12-27,False,Class
150,15,1,2026-02-13,True,Workshop
151,15,1,2026-01-21,False,Workshop
152,15,1,2025-11-21,True,Counselling
153,15,1,2026-04-05,True,Counselling
154,15,1,2026-05-25,True,Class
155,15,1,2025-10-14,True,Counselling
156,15,1,2026-05-19,True,Counselling
157,15,1,2026-04-14,False,Class
158,15,1,2026-04-24,True,Counselling
159,15,1,2026-01-03,True,Counselling
160,15,1,2025-12-03,False,Counselling
161,15,1,2026-05-16,True,Counselling
162,15,1,2026-02-15,False,Class
163,16,1,2025-11-22,True,Counselling
164,16,1,2026-03-02,True,Counselling
165,16,1,2026-05-03,False,Workshop
166,16,1,2025-10-24,True,Counselling
167,16,1,2026-03-21,True,Workshop
168,16,1,2025-11-29,False,Counselling
169,17,3,2026-01-08,True,Counselling
170,17,3,2026-01-24,True,Workshop
171,17,3,2025-11-28,True,Workshop
172,17,3,2025-10-09,False,Workshop
173,17,3,2025-10-10,False,Class
174,17,3,2025-12-09,True,Workshop
175,17,3,2026-01-11,True,Counselling
176,17,3,2026-05-09,True,Class
177,17,3,2026-03-28,True,Class
178,18,1,2026-06-07,True,Counselling
179,18,1,2026-02-02,True,Class
180,18,1,2026-06-03,False,Workshop
181,18,1,2026-05-04,True,Workshop
182,18,1,2026-03-11,True,Class
183,18,1,2026-04-08,True,Class
184,18,1,2026-01-17,False,Counselling
185,18,1,2025-10-21,True,Counselling
186,18,1,2026-05-24,True,Workshop
187,19,2,2026-02-08,True,Counselling
188,19,2,2025-12-30,True,Class
189,19,2,2025-12-07,False,Class
190,19,2,2025-11-25,True,Workshop
191,19,2,2026-03-15,False,Workshop
192,19,2,2025-10-17,True,Class
193,20,3,2025-12-27,True,Counselling
194,20,3,2025-11-25,False,Class
195,20,3,2026-03-26,True,Workshop
196,20,3,2026-01-25,True,Workshop
197,20,3,2026-02-04,True,Class
198,20,3,2026-05-31,False,Workshop
199,20,3,2025-12-02,True,Class
200,20,3,2026-02-22,True,Workshop
201,20,3,2026-05-06,True,Workshop
202,20,3,2026-05-22,False,Counselling
203,20,3,2025-12-04,True,Counselling
204,20,3,2026-03-02,True,Class
205,20,3,2026-03-02,False,Counselling
206,20,3,2026-05-10,True,Workshop
207,20,3,2026-01-20,True,Workshop
208,21,1,2025-12-28,True,Counselling
209,21,1,2026-01-06,True,Class
210,21,1,2026-05-25,True,Workshop
211,21,1,2026-03-22,True,Class
212,21,1,2025-12-23,False,Workshop
213,21,1,2026-03-11,True,Class
214,21,1,2026-03-22,True,Counselling
215,21,1,2025-12-27,True,Workshop
216,21,1,2026-04-30,True,Counselling
217,21,1,2025-11-14,False,Counselling
218,22,3,2026-02-20,True,Class
219,22,3,2026-04-22,True,Class
220,22,3,2025-12-01,True,Class
221,22,3,2025-12-05,True,Class
222,22,3,2025-10-13,True,Workshop
223,22,3,2026-06-09,True,Counselling
224,23,1,2026-05-15,True,Workshop
225,23,1,2026-02-12,True,Workshop
226,23,1,2026-04-20,True,Class
227,23,1,2026-01-24,True,Counselling
228,23,1,2026-02-09,True,Counselling
229,23,1,2025-12-16,True,Workshop
230,23,1,2026-01-14,True,Workshop
231,23,1,2026-04-30,True,Workshop
232,23,1,2026-04-22,True,Class
233,23,1,2026-02-13,True,Class
234,23,1,2026-03-05,True,Counselling
235,23,1,2025-11-06,True,Class
236,23,1,2026-06-08,True,Counselling
237,23,1,2026-03-06,True,Workshop
238,23,1,2026-02-02,True,Workshop
239,23,1,2026-02-08,True,Class
240,24,3,2026-02-04,False,Counselling
241,24,3,2025-10-18,True,Class
242,24,3,2026-04-10,True,Workshop
243,24,3,2026-02-07,False,Counselling
244,24,3,2026-05-03,True,Workshop
245,24,3,2025-12-19,True,Workshop
246,24,3,2026-01-03,True,Class
247,25,1,2026-04-03,True,Counselling
248,25,1,2026-04-08,False,Class
249,25,1,2025-10-14,True,Class
250,25,1,2026-05-05,True,Workshop
251,25,1,2025-12-26,True,Class
252,25,1,2025-12-08,False,Counselling
253,25,1,2025-10-10,True,Workshop
254,25,1,2026-04-12,True,Workshop
255,25,1,2025-10-07,True,Counselling
256,25,1,2026-03-20,False,Counselling
257,25,1,2026-05-10,True,Counselling
258,25,1,2026-05-08,True,Class
259,26,1,2025-12-18,True,Workshop
260,26,1,2025-10-23,True,Counselling
261,26,1,2025-10-17,True,Workshop
262,26,1,2026-05-26,True,Class
263,26,1,2026-03-23,True,Counselling
264,26,1,2026-06-05,True,Workshop
265,26,1,2025-10-09,False,Workshop
266,26,1,2026-02-19,True,Class
267,27,2,2026-04-25,True,Class
268,27,2,2026-04-26,True,Counselling
269,27,2,2026-01-06,True,Counselling
270,27,2,2026-01-18,True,Counselling
271,27,2,2026-04-14,True,Counselling
272,27,2,2026-06-06,True,Class
273,27,2,2025-12-18,False,Class
274,27,2,2026-02-04,False,Counselling
275,27,2,2025-12-28,True,Class
276,27,2,2025-11-06,False,Workshop
277,27,2,2026-02-11,True,Class
278,27,2,2026-04-24,True,Class
279,27,2,2026-02-28,True,Workshop
280,27,2,2025-10-12,False,Class
281,27,2,2025-12-04,True,Class
282,27,2,2026-05-27,True,Workshop
283,28,3,2026-02-07,True,Workshop
284,28,3,2025-10-28,True,Workshop
285,28,3,2026-03-01,True,Counselling
286,28,3,2025-12-06,False,Counselling
287,28,3,2026-03-24,False,Counselling
288,28,3,2025-10-15,True,Counselling
289,28,3,2026-05-16,False,Workshop
290,28,3,2025-11-13,True,Class
291,28,3,2026-01-31,False,Counselling
292,28,3,2026-06-02,False,Counselling
293,28,3,2025-11-29,True,Class
294,28,3,2026-03-30,False,Workshop
295,28,3,2025-10-29,True,Workshop
296,29,1,2026-05-01,False,Workshop
297,29,1,2026-01-07,True,Counselling
298,29,1,2026-01-31,True,Workshop
299,29,1,2025-11-12,False,Class
300,29,1,2025-12-10,True,Class
301,29,1,2025-11-25,True,Workshop
302,29,1,2026-02-27,True,Workshop
303,29,1,2026-06-06,True,Workshop
304,29,1,2026-01-12,True,Workshop
305,29,1,2026-05-20,True,Workshop
306,29,1,2025-12-17,True,Counselling
307,30,3,2026-05-12,True,Class
308,30,3,2025-12-14,False,Counselling
309,30,3,2026-03-12,True,Counselling
310,30,3,2025-12-13,False,Counselling
311,30,3,2025-11-22,True,Workshop
312,30,3,2026-01-23,False,Class
313,30,3,2025-11-28,True,Workshop
314,30,3,2026-01-19,True,Class
315,30,3,2025-11-02,True,Class
316,30,3,2025-11-28,True,Workshop
317,30,3,2026-03-26,True,Counselling
318,30,3,2025-11-28,False,Workshop
319,30,3,2026-01-03,True,Class
320,30,3,2025-10-25,True,Class
321,30,3,2026-06-12,True,Class
322,31,1,2026-02-05,False,Counselling
323,31,1,2025-11-18,True,Counselling
324,31,1,2025-10-30,False,Class
325,31,1,2026-04-18,False,Workshop
326,31,1,2026-02-28,False,Class
327,31,1,2026-01-10,True,Class
328,31,1,2025-10-30,True,Counselling
329,31,1,2026-01-03,True,Class
330,31,1,2026-04-26,True,Class
331,31,1,2025-12-27,True,Class
332,31,1,2026-05-06,True,Counselling
333,32,1,2025-11-10,True,Workshop
334,32,1,2025-10-20,True,Class
335,32,1,2026-05-16,False,Class
336,32,1,2026-05-02,True,Counselling
337,32,1,2025-12-25,True,Workshop
338,32,1,2025-12-03,True,Class
339,32,1,2026-05-20,True,Workshop
340,32,1,2026-03-10,False,Class
341,32,1,2025-11-30,False,Counselling
342,32,1,2026-05-27,True,Workshop
343,32,1,2026-05-09,True,Counselling
344,32,1,2025-11-04,True,Workshop
345,32,1,2026-01-29,False,Counselling
346,33,1,2025-12-16,True,Counselling
347,33,1,2026-05-29,True,Counselling
348,33,1,2025-12-08,True,Workshop
349,33,1,2025-12-09,True,Workshop
350,33,1,2026-01-08,True,Workshop
351,33,1,2026-01-29,True,Class
352,33,1,2026-01-06,False,Counselling
353,34,3,2026-01-02,False,Workshop
354,34,3,2025-11-18,True,Counselling
355,34,3,2026-04-14,True,Class
356,34,3,2026-06-12,True,Class
357,34,3,2026-02-13,True,Counselling
358,34,3,2025-11-07,True,Counselling
359,34,3,2026-02-26,False,Class
360,34,3,2026-03-19,True,Counselling
361,34,3,2025-11-18,True,Class
362,34,3,2025-12-31,True,Counselling
363,34,3,2026-04-01,True,Class
364,34,3,2026-03-26,True,Counselling
365,34,3,2026-01-23,True,Class
366,34,3,2026-05-14,True,Workshop
367,34,3,2026-03-03,True,Class
368,35,3,2026-03-20,True,Counselling
369,35,3,2026-02-10,False,Class
370,35,3,2025-12-29,True,Workshop
371,35,3,2026-05-04,False,Counselling
372,35,3,2025-10-26,True,Workshop
373,35,3,2025-11-24,False,Counselling
374,35,3,2026-05-29,True,Counselling
375,36,1,2025-12-21,True,Counselling
376,36,1,2026-01-26,True,Class
377,36,1,2026-01-16,True,Workshop
378,36,1,2026-05-27,True,Workshop
379,36,1,2025-11-09,True,Workshop
380,36,1,2026-03-08,True,Counselling
381,36,1,2026-01-08,False,Class
382,36,1,2026-01-11,True,Workshop
383,36,1,2025-12-14,True,Counselling
384,36,1,2026-06-04,True,Workshop
385,36,1,2026-05-21,False,Class
386,36,1,2026-03-09,False,Workshop
387,36,1,2026-04-18,True,Class
388,36,1,2026-05-15,True,Class
389,36,1,2025-11-25,True,Class
390,37,2,2026-02-03,True,Workshop
391,37,2,2025-10-24,True,Class
392,37,2,2026-03-17,False,Counselling
393,37,2,2025-11-01,True,Workshop
394,37,2,2026-05-07,True,Counselling
395,37,2,2025-12-21,True,Class
396,37,2,2025-12-09,True,Workshop
397,37,2,2026-03-05,True,Class
398,37,2,2026-03-25,True,Counselling
399,37,2,2025-11-07,True,Workshop
400,37,2,2026-02-13,True,Class
401,38,3,2025-11-28,True,Class
402,38,3,2026-01-16,True,Counselling
403,38,3,2025-10-27,True,Workshop
404,38,3,2026-04-22,True,Workshop
405,38,3,2026-04-03,True,Workshop
406,38,3,2025-12-23,True,Workshop
407,38,3,2026-05-05,True,Workshop
408,38,3,2026-05-14,True,Counselling
409,38,3,2026-01-20,True,Class
410,38,3,2026-01-25,True,Counselling
411,38,3,2026-03-23,True,Class
412,38,3,2025-10-14,True,Counselling
413,39,1,2026-04-30,True,Workshop
414,39,1,2026-01-07,True,Counselling
415,39,1,2026-02-19,True,Class
416,39,1,2026-06-05,False,Counselling
417,39,1,2026-05-31,True,Workshop
418,39,1,2026-05-30,True,Workshop
419,39,1,2026-03-04,True,Counselling
420,40,1,2025-10-27,False,Counselling
421,40,1,2026-03-13,True,Workshop
422,40,1,2025-11-15,True,Counselling
423,40,1,2025-11-30,True,Workshop
424,40,1,2026-01-18,True,Class
425,40,1,2025-11-16,False,Class
426,40,1,2026-02-16,True,Counselling
427,40,1,2025-12-30,False,Workshop
428,40,1,2026-04-14,True,Class
429,40,1,2025-11-04,True,Workshop
430,40,1,2026-03-04,True,Counselling
431,40,1,2025-10-21,True,Workshop
432,40,1,2026-02-16,False,Class
433,41,2,2026-02-11,True,Workshop
434,41,2,2026-02-10,False,Class
435,41,2,2026-04-01,True,Counselling
436,41,2,2026-01-16,True,Counselling
437,41,2,2026-05-17,False,Counselling
438,42,1,2026-05-16,True,Counselling
439,42,1,2025-12-28,True,Workshop
440,42,1,2026-01-27,False,Workshop
441,42,1,2026-01-12,False,Class
442,42,1,2026-01-05,True,Counselling
443,42,1,2026-05-03,False,Workshop
444,42,1,2026-05-27,True,Class
445,42,1,2025-11-16,False,Workshop
446,42,1,2026-01-18,True,Counselling
447,42,1,2025-12-17,True,Class
448,42,1,2025-12-25,True,Counselling
449,42,1,2025-10-17,False,Class
450,42,1,2026-01-12,False,Workshop
451,42,1,2026-01-21,True,Workshop
452,42,1,2026-04-28,True,Workshop
453,42,1,2026-05-26,True,Counselling
454,43,3,2025-11-27,False,Workshop
455,43,3,2026-02-06,True,Class
456,43,3,2026-04-18,True,Counselling
457,43,3,2025-10-24,True,Class
458,43,3,2025-12-25,True,Workshop
459,43,3,2026-01-27,True,Workshop
460,43,3,2026-01-06,False,Class
461,43,3,2026-04-21,True,Workshop
462,43,3,2026-01-18,True,Workshop
463,43,3,2025-12-11,True,Class
464,43,3,2026-01-14,True,Counselling
465,43,3,2026-02-02,False,Class
466,43,3,2025-11-06,True,Class
467,44,1,2025-10-25,True,Class
468,44,1,2025-12-14,True,Class
469,44,1,2025-11-04,True,Class
470,44,1,2026-04-13,False,Counselling
471,44,1,2026-01-12,False,Counselling
472,44,1,2026-03-23,False,Workshop
473,44,1,2026-03-07,False,Counselling
474,44,1,2026-04-19,True,Workshop
475,44,1,2026-05-08,True,Counselling
476,45,2,2025-11-09,True,Workshop
477,45,2,2026-05-04,True,Counselling
478,45,2,2026-05-11,True,Class
479,45,2,2026-05-25,True,Class
480,45,2,2025-12-10,False,Counselling
481,45,2,2026-02-21,True,Class
482,45,2,2026-05-08,False,Workshop
483,45,2,2025-10-27,False,Counselling
484,45,2,2026-04-27,False,Counselling
485,45,2,2026-02-24,False,Workshop
486,46,2,2026-04-16,True,Workshop
487,46,2,2026-01-09,True,Counselling
488,46,2,2026-02-05,True,Counselling
489,46,2,2026-02-04,True,Workshop
490,46,2,2025-10-18,True,Class
491,46,2,2026-06-03,False,Counselling
492,46,2,2026-03-10,True,Counselling
493,46,2,2026-02-09,True,Class
494,46,2,2025-12-08,True,Workshop
495,47,1,2026-05-23,True,Class
496,47,1,2026-02-12,True,Counselling
497,47,1,2026-01-01,True,Counselling
498,47,1,2026-05-30,True,Counselling
499,47,1,2025-11-25,True,Workshop
500,47,1,2026-02-16,False,Counselling
501,47,1,2025-12-07,True,Workshop
502,47,1,2026-03-14,True,Workshop
503,47,1,2026-05-01,True,Counselling
504,47,1,2025-10-19,True,Counselling
505,47,1,2025-11-24,True,Class
506,47,1,2026-01-02,False,Counselling
507,48,1,2026-01-17,True,Counselling
508,48,1,2026-03-30,True,Workshop
509,48,1,2026-02-08,True,Class
510,48,1,2026-02-03,True,Workshop
511,48,1,2026-04-09,True,Counselling
512,48,1,2026-04-02,True,Workshop
513,49,1,2025-12-05,True,Counselling
514,49,1,2026-04-29,True,Counselling
515,49,1,2026-02-18,True,Class
516,49,1,2026-04-07,True,Workshop
517,50,3,2025-11-20,True,Workshop
518,50,3,2026-05-22,True,Counselling
519,50,3,2025-10-16,True,Workshop
520,50,3,2025-12-02,False,Workshop
521,50,3,2026-04-13,False,Counselling
522,50,3,2025-12-31,True,Class
523,51,2,2025-12-07,True,Class
524,51,2,2025-12-30,True,Class
525,51,2,2026-05-30,True,Workshop
526,51,2,2026-03-02,False,Workshop
527,51,2,2026-02-11,True,Workshop
528,51,2,2025-12-20,False,Workshop
529,51,2,2026-04-06,True,Counselling
530,51,2,2025-11-02,False,Class
531,51,2,2026-03-31,False,Workshop
532,51,2,2025-12-21,True,Counselling
533,51,2,2025-12-20,True,Class
534,51,2,2025-10-21,True,Workshop
535,51,2,2026-01-07,True,Workshop
536,52,3,2026-04-05,True,Workshop
537,52,3,2025-12-27,False,Workshop
538,52,3,2025-11-27,True,Counselling
539,52,3,2025-12-22,True,Counselling
540,52,3,2026-03-18,True,Workshop
541,52,3,2026-01-23,True,Counselling
542,52,3,2026-06-10,True,Class
543,52,3,2026-02-27,True,Counselling
544,53,1,2025-12-19,False,Workshop
545,53,1,2026-04-17,True,Workshop
546,53,1,2026-04-24,True,Class
547,53,1,2026-01-05,True,Class
548,53,1,2025-10-15,True,Counselling
549,54,3,2026-05-12,True,Class
550,54,3,2025-11-05,True,Workshop
551,54,3,2025-12-26,True,Class
552,54,3,2025-12-16,True,Workshop
553,54,3,2026-03-29,False,Counselling
554,54,3,2025-10-16,True,Counselling
555,54,3,2026-02-16,True,Workshop
556,54,3,2025-12-17,True,Workshop
557,54,3,2026-05-02,True,Workshop
558,54,3,2025-11-26,True,Workshop
559,54,3,2026-03-05,True,Class
560,54,3,2026-04-07,True,Class
561,54,3,2026-02-20,True,Workshop
562,54,3,2025-10-18,True,Counselling
563,55,2,2026-04-28,False,Class
564,55,2,2026-05-07,False,Class
565,55,2,2026-01-06,True,Workshop
566,55,2,2025-12-11,True,Class
567,55,2,2026-06-04,True,Class
568,55,2,2026-01-17,True,Workshop
569,55,2,2026-06-08,False,Class
570,55,2,2025-12-27,True,Class
571,55,2,2025-12-24,False,Workshop
572,55,2,2026-05-05,True,Workshop
573,56,1,2026-06-12,False,Workshop
574,56,1,2026-02-21,False,Counselling
575,56,1,2025-11-25,True,Counselling
576,56,1,2026-04-16,True,Workshop
577,56,1,2025-10-11,False,Class
578,56,1,2026-01-18,True,Workshop
579,56,1,2025-12-20,True,Workshop
580,56,1,2026-05-29,True,Workshop
581,56,1,2026-01-27,True,Class
582,56,1,2025-11-09,False,Workshop
583,56,1,2025-12-29,True,Class
584,56,1,2026-01-22,True,Workshop
585,56,1,2025-12-25,True,Workshop
586,57,3,2026-03-05,True,Counselling
587,57,3,2025-12-18,True,Workshop
588,57,3,2026-05-22,False,Counselling
589,57,3,2026-04-25,True,Class
590,57,3,2026-04-24,True,Counselling
591,57,3,2026-01-12,True,Workshop
592,57,3,2026-03-05,True,Counselling
593,57,3,2025-12-30,True,Workshop
594,57,3,2026-01-27,False,Class
595,57,3,2026-06-03,True,Class
596,57,3,2026-03-18,True,Workshop
597,57,3,2026-05-13,True,Counselling
598,57,3,2025-12-24,False,Counselling
599,57,3,2025-11-02,True,Counselling
600,57,3,2026-01-15,True,Class
601,58,3,2025-12-06,True,Workshop
602,58,3,2025-12-27,True,Workshop
603,58,3,2025-10-23,True,Class
604,58,3,2025-12-15,True,Class
605,59,2,2026-01-02,True,Workshop
606,59,2,2025-11-14,True,Workshop
607,59,2,2026-01-07,True,Counselling
608,59,2,2026-05-27,True,Class
609,59,2,2026-02-05,True,Class
610,59,2,2025-11-19,True,Workshop
611,60,1,2025-11-17,False,Workshop
612,60,1,2026-05-13,True,Workshop
613,60,1,2025-11-10,True,Class
614,60,1,2026-01-12,True,Workshop
615,60,1,2026-05-27,True,Workshop
616,60,1,2026-05-07,False,Class
617,60,1,2025-12-16,True,Counselling
618,60,1,2026-05-01,False,Class
619,60,1,2025-10-19,True,Class
620,61,3,2025-11-22,False,Class
621,61,3,2026-06-08,False,Class
622,61,3,2026-06-11,True,Class
623,61,3,2025-10-18,True,Counselling
624,61,3,2025-12-28,True,Workshop
625,62,1,2025-11-18,False,Counselling
626,62,1,2026-05-11,True,Class
627,62,1,2025-12-31,True,Counselling
628,62,1,2026-02-17,False,Class
629,62,1,2025-10-15,True,Counselling
630,62,1,2025-12-17,True,Counselling
631,62,1,2026-04-27,False,Counselling
632,62,1,2025-10-12,True,Counselling
633,62,1,2025-11-13,True,Workshop
634,62,1,2026-02-25,True,Counselling
635,62,1,2026-04-13,True,Class
636,62,1,2026-01-28,True,Counselling
637,62,1,2026-03-12,True,Workshop
638,62,1,2025-11-27,True,Workshop
639,62,1,2026-05-30,True,Class
640,63,1,2026-05-05,False,Workshop
641,63,1,2026-04-28,True,Counselling
642,63,1,2025-10-19,True,Class
643,63,1,2025-12-29,True,Workshop
644,63,1,2026-04-20,False,Workshop
645,63,1,2026-03-19,False,Class
646,63,1,2026-05-17,True,Counselling
647,63,1,2026-04-28,True,Class
648,63,1,2026-02-08,True,Class
649,63,1,2025-10-26,True,Counselling
650,63,1,2026-02-19,True,Workshop
651,63,1,2026-04-23,True,Class
652,63,1,2025-11-25,True,Workshop
653,63,1,2026-04-15,True,Class
654,63,1,2025-12-06,False,Class
655,63,1,2026-03-08,True,Class
656,64,1,2026-01-14,False,Class
657,64,1,2025-10-28,False,Class
658,64,1,2026-04-18,False,Class
659,64,1,2026-03-05,True,Class
660,64,1,2026-02-15,True,Counselling
661,64,1,2026-03-13,True,Class
662,64,1,2026-03-19,True,Class
663,64,1,2025-12-17,True,Workshop
664,64,1,2026-05-09,True,Workshop
665,64,1,2026-02-15,False,Class
666,64,1,2025-11-30,True,Class
667,65,3,2026-01-09,True,Counselling
668,65,3,2025-10-12,True,Counselling
669,65,3,2025-10-07,True,Class
670,65,3,2026-02-27,False,Class
671,65,3,2026-01-12,False,Workshop
672,65,3,2026-04-02,True,Counselling
673,65,3,2026-02-23,True,Class
674,65,3,2026-03-21,False,Counselling
675,66,2,2025-10-27,True,Counselling
676,66,2,2025-10-26,True,Workshop
677,66,2,2026-06-01,True,Workshop
678,66,2,2025-12-07,True,Workshop
679,66,2,2026-01-28,False,Workshop
680,66,2,2025-11-17,True,Workshop
681,66,2,2026-02-06,True,Class
682,67,1,2025-12-02,True,Counselling
683,67,1,2025-12-07,False,Class
684,67,1,2026-05-10,True,Workshop
685,67,1,2026-04-12,True,Class
686,67,1,2026-02-10,True,Class
687,67,1,2025-12-14,False,Counselling
688,67,1,2025-12-03,True,Workshop
689,67,1,2026-02-14,True,Counselling
690,67,1,2026-03-01,True,Workshop
691,67,1,2026-01-03,False,Counselling
692,67,1,2026-01-01,True,Counselling
693,67,1,2026-05-25,False,Counselling
694,68,3,2026-01-28,True,Workshop
695,68,3,2026-02-23,True,Counselling
696,68,3,2025-10-13,True,Counselling
697,68,3,2026-05-23,True,Counselling
698,68,3,2025-10-17,True,Counselling
699,68,3,2025-10-13,True,Class
700,68,3,2026-05-15,False,Workshop
701,68,3,2026-02-13,True,Workshop
702,68,3,2026-03-11,True,Counselling
703,69,2,2025-12-14,True,Counselling
704,69,2,2025-12-13,True,Class
705,69,2,2026-03-19,True,Counselling
706,69,2,2026-05-14,False,Counselling
707,69,2,2025-10-15,True,Counselling
708,69,2,2025-11-30,True,Workshop
709,69,2,2026-03-14,True,Counselling
710,69,2,2025-12-20,False,Workshop
711,69,2,2026-05-30,True,Workshop
712,69,2,2026-03-16,False,Workshop
713,69,2,2026-02-04,True,Workshop
714,69,2,2025-12-13,True,Workshop
715,70,3,2026-03-10,True,Class
716,70,3,2025-10-27,False,Class
717,70,3,2026-05-23,False,Class
718,70,3,2026-03-31,True,Class
719,70,3,2026-05-01,True,Class
720,70,3,2025-12-16,True,Workshop
721,70,3,2026-05-05,True,Counselling
